"as_of_date","classification_for_rate_setting","corresponding_generic_drug_effective_date","corresponding_generic_drug_nadac_per_unit","effective_date","explanation_code","nadac_per_unit","ndc","ndc_description","otc","pharmacy_type_indicator","pricing_unit"
"2015-10-07T00:00:00.000","B",,,"2015-05-13T00:00:00.000","4","8.65017","68025007130","CONZIP 100 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06942","58605040101","ALLFEN DM TABLET","Y","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.09094","68462034305","HYDRALAZINE 50 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","B",,,"2015-04-01T00:00:00.000","2","71.5742","15584010101","ATRIPLA TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","1.86578","00378728590","LEVONO-E ESTRAD 0.15-0.03-0.01","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.12178","68084034511","TOPIRAMATE 200 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.34155","24385097567","NICOTINE 2 MG LOZENGE","Y","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","15.24647","00378336099","ESTRADIOL TDS 0.0375 MG/DAY","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.01189","00536097097","COUGH SYRUP","Y","C/I","ML"
"2015-10-07T00:00:00.000","B",,,"2015-01-06T00:00:00.000","2","6.56514","50458009801","ELMIRON 100 MG CAPSULE","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.16392","00603240632","BACLOFEN 10 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.06976","60258015001","SF 5000 PLUS CREAM","N","C/I","GM"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.27582","24385052403","TERBINAFINE 1% CREAM","Y","C/I","GM"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.08426","54458096810","GLIMEPIRIDE 1 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1, 5","0.1674","00168001531","HYDROCORTISONE 1% CREAM","N","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1, 5","0.09673","37205013905","EYE DROPS","Y","C/I","ML"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.05206","63739068410","IBUPROFEN 600 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.06207","24385039010","NOSE DROPS","Y","C/I","ML"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","2.94668","00485015130","UROGESIC-BLUE TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.3015","00115821103","TAMSULOSIN HCL 0.4 MG CAPSULE","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.07719","23155000110","HYDRALAZINE 10 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.11703","49348087359","SM IBUPROFEN PM CAPLET","Y","C/I","EA"
"2015-11-18T00:00:00.000","B",,,"2015-09-23T00:00:00.000","4","0.94867","52747020030","RESTORA CAPSULE","Y","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.03919","51079081120","GLIPIZIDE 10 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.0491","00472033956","HYDROCORTISONE 1% CREAM","Y","C/I","GM"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.26291","00245003623","PREVALITE POWDER","N","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.08505","68382014005","TOPIRAMATE 100 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.16891","00143973805","PREDNISONE 20 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.05107","00603616028","TRAZODONE 50 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.01564","63868020506","QC BORIC ACID POWDER","Y","C/I","GM"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.07291","68084027211","RISPERIDONE 1 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.22201","51079042601","GLIMEPIRIDE 4 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","B",,,"2015-06-01T00:00:00.000","2","5.15832","00071101441","LYRICA 75 MG CAPSULE","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.07291","68084027201","RISPERIDONE 1 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.05151","00904025059","APRODINE TABLET","Y","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.32953","65862067201","REPAGLINIDE 2 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01372","68382002210","ATENOLOL 25 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02538","68382006616","SIMVASTATIN 10 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.01428","51079007317","FUROSEMIDE 40 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.03741","68382006805","SIMVASTATIN 40 MG TABLET","N","C/I","EA"
"2014-07-23T00:00:00.000","G",,,"2014-07-23T00:00:00.000","1","0.06","24385043178","NIGHTTIME SLEEP AID CPLT","Y","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","3.546","64661071130","ENLYTE SOFTGEL","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.52327","13668015772","TELMISARTAN 40 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.09044","64679031401","CLOPIDOGREL 75 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01853","24385040478","SENNA-LAX 8.6 MG TABLET","Y","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.5923","68180089211","PIRMELLA 7-7-7-28 TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.50977","50111047101","PROPRANOLOL 80 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.46857","00527136710","PROBENECID 500 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.455","00378061401","THIORIDAZINE 25 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","B",,,"2015-06-04T00:00:00.000","2","7.60583","66582041454","ZETIA 10 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.36418","59746036290","VALSARTAN 160 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.02822","16571044111","ATENOLOL 100 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.02134","00172392660","DIAZEPAM 5 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.40514","00378007001","CLORAZEPATE 15 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","15.81703","51079016503","VORICONAZOLE 200 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.0279","37205060571","IBUPROFEN 200 MG CAPLET","Y","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.25517","68084083721","FLUVOXAMINE MALEATE 50 MG TAB","N","C/I","EA"
"2015-12-23T00:00:00.000","B",,,"2015-08-19T00:00:00.000","2, 5, 6","0.48014","00078042524","GENTEAL GEL DROPS","Y","C/I","ML"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.17786","00603499321","OXYCODONE HCL 10 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.05576","00603589228","TEMAZEPAM 15 MG CAPSULE","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.1405","43547033250","GABAPENTIN 600 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.07115","00093715610","SIMVASTATIN 80 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.07661","16714068502","SIMVASTATIN 80 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.04354","00904581089","LISINOPRIL 40 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.55706","55111037290","SILDENAFIL 20 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","B",,,"2015-06-01T00:00:00.000","4","0.9872","00009002001","MEDROL 2 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01496","43547035210","LISINOPRIL 5 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","B",,,"2015-10-01T00:00:00.000","2","4.01348","00456151060","SAVELLA 100 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.22201","00093725601","GLIMEPIRIDE 4 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.03799","00185006510","CLONAZEPAM 2 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.16143","37205060305","TEARS PURE DROPS","Y","C/I","ML"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.19606","60505265501","TRAZODONE 150 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06496","00378162001","DICYCLOMINE 20 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.37301","51672404102","CARBAMAZEPINE 100 MG TAB CHEW","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01496","00603421002","LISINOPRIL 5 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","6.4595","55111013681","ZENATANE 20 MG CAPSULE","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.70909","00378204601","TACROLIMUS 1 MG CAPSULE","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02968","00228266550","GABAPENTIN 100 MG CAPSULE","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.02321","29300012401","MELOXICAM 7.5 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","B",,,"2015-07-22T00:00:00.000","2","8.1274","00310197039","MOVANTIK 25 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.05924","60505276105","TOPIRAMATE 50 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-05-20T00:00:00.000","4, 5","0.33527","64661001116","J-MAX SYRUP","Y","C/I","ML"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.10364","31722077701","ACYCLOVIR 400 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.04447","00904505359","SUDOGEST 30 MG TABLET","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.01657","00093083201","CLONAZEPAM 0.5 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-10-21T00:00:00.000","4","0.3279","13811001030","COMPLETE NATAL DHA","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.29","49348037469","SM INFANT IBUPROFEN SUSP DROP","Y","C/I","ML"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.24908","37205096878","NICOTINE 4 MG CHEWING GUM","Y","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4, 5","0.10572","00472073514","ANTIFUNGAL 2% CREAM","Y","C/I","GM"
"2015-11-04T00:00:00.000","B",,,"2015-06-01T00:00:00.000","4","0.9872","00009002001","MEDROL 2 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","B",,,"2015-10-21T00:00:00.000","2","10.69612","00597014090","TRADJENTA 5 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 6","1.7362","00093614882","CAMRESE LO TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.322","49348093044","SM LORATADINE 10 MG ODT","Y","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02356","65862009801","MELOXICAM 15 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01896","00904588061","DIAZEPAM 5 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0291","00378363101","CARVEDILOL 3.125 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.14738","51079015320","OLANZAPINE 5 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","1.18622","00378604328","RISPERIDONE 0.5 MG ODT","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","1.3254","68084055001","RIVASTIGMINE 1.5 MG CAPSULE","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.15495","00054025022","IRBESARTAN 75 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.29145","68084086801","BACLOFEN 20 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","B",,,"2015-08-19T00:00:00.000","2","10.13853","52544047308","ALORA 0.1 MG PATCH","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.12498","17478006012","AKWA TEARS 1.4% DROPS","Y","C/I","ML"
"2015-12-30T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","0.084","00904581744","COUGH & COLD TABLET","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.18802","68084000711","IRBESARTAN 150 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.01573","76282041845","LISINOPRIL 5 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.39485","60505314008","OLANZAPINE 20 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06548","53746019010","NAPROXEN 500 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.0754","58605040101","ALLFEN DM TABLET","Y","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.00582","00536194583","RULOX SUSPENSION","Y","C/I","ML"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.11924","68462011060","TOPIRAMATE 200 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.12841","00603363328","FINASTERIDE 5 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.15319","64376080301","FE C TABLET","Y","C/I","EA"
"2015-09-30T00:00:00.000","B",,,"2015-06-30T00:00:00.000","4, 5","2.02803","00259412660","NAFTIN 1% CREAM","N","C/I","GM"
"2015-12-16T00:00:00.000","B",,,"2015-07-02T00:00:00.000","4, 5","199.57516","00187510401","XERESE 5%-1% CREAM","N","C/I","GM"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01102","00536100441","ASPIRIN EC 81 MG TABLET","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.14494","10542001010","DIALYVITE TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.12649","53489038601","MINOXIDIL 2.5 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","B",,,"2015-02-03T00:00:00.000","2","38.13036","49702020613","EPZICOM TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.31327","16714036304","TRI-LINYAH TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06062","68084077201","IBUPROFEN 800 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.02776","24385060490","IBUPROFEN 200 MG TABLET","Y","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.0874","16714010105","GEMFIBROZIL 600 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.03964","00378111005","GLIPIZIDE 10 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","1.8225","00054014387","GRANISETRON HCL 1 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0637","68180051601","LISINOPRIL 30 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.93172","68084043711","CLARITHROMYCIN 500 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02173","00172392760","DIAZEPAM 10 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","B",,,"2015-09-23T00:00:00.000","1","0.39648","52747071030","INTEGRA CAPSULE","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.63307","00781545101","GUANFACINE HCL ER 1 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-09-23T00:00:00.000","4","0.11854","00904768822","ANU-MED SUPPOSITORY","Y","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01632","68382002810","METFORMIN HCL 500 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.16793","51672402901","WARFARIN SODIUM 2.5 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02356","76282015301","MELOXICAM 15 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-10-21T00:00:00.000","4","0.95007","31722051860","STAVUDINE 40 MG CAPSULE","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.20111","00781542110","PIOGLITAZONE HCL 30 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.34297","68084082811","OXYCODONE HCL 20 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.11924","68382014114","TOPIRAMATE 200 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","B",,,"2015-07-22T00:00:00.000","2","4.68727","65597010310","BENICAR 20 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.804","55111014330","FLUCONAZOLE 50 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.05155","67253090350","ALPRAZOLAM 2 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","B",,,"2015-08-24T00:00:00.000","2","387.61541","50419052435","BETASERON 0.3 MG KIT","N","C/I","EA"
"2015-10-14T00:00:00.000","B",,,"2015-05-08T00:00:00.000","4","16.86013","00078059920","FANAPT 8 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","B",,,"2015-10-06T00:00:00.000","2","8.53896","51248015003","VESICARE 5 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","B",,,"2015-08-01T00:00:00.000","2","7.33444","59417010210","VYVANSE 20 MG CAPSULE","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.01261","00536444454","REGULOID POWDER","Y","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.02144","00904600760","LORAZEPAM 0.5 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06548","65862052201","NAPROXEN 500 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-04-22T00:00:00.000","4","4.2952","00781197650","DESIPRAMINE 150 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02133","00603212832","ALPRAZOLAM 0.5 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1, 5","0.0087","24385035934","TUSSIN DM SYRUP","Y","C/I","ML"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.02897","36800007478","IBUPROFEN 200 MG TABLET","Y","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.5016","00093730001","MINOCYCLINE 75 MG CAPSULE","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 6","0.42994","43598020614","AMOX-CLAV 500-125 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.15418","60505017300","QUINAPRIL 10 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.077","00904578324","MAPAP SINUS CAPLET","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06017","68382013905","TOPIRAMATE 50 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.02283","00603321532","DIAZEPAM 10 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.31852","60505024901","MIRTAZAPINE 45 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","B",,,"2015-01-05T00:00:00.000","4, 5","50.26578","00004038140","FUZEON 90 MG VIAL","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.41043","59762521001","PHENYTOIN 50 MG INFATAB","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.0548","68645045170","TRAZODONE 50 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.26306","69097011202","FINASTERIDE 1 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.02455","31722042010","LISINOPRIL 20 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.77458","52544038428","ZOVIA 1-50E TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.11914","00904773457","MICONAZOLE 7 CREAM","Y","C/I","GM"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.05768","60505011707","TERAZOSIN 5 MG CAPSULE","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.05301","68645022159","IBUPROFEN 600 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02087","00603028221","SENNA-LAX 8.6 MG TABLET","Y","C/I","EA"
"2015-12-30T00:00:00.000","B",,,"2015-07-03T00:00:00.000","2","5.82041","65597011090","AZOR 5-20 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","2.37087","68462040355","ADAPALENE 0.1% GEL","N","C/I","GM"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.35527","31722074690","VALSARTAN 80 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.2015","43598016505","OLANZAPINE 7.5 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.17814","68084000721","IRBESARTAN 150 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.05646","68180051609","LISINOPRIL 30 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","B",,,"2015-09-23T00:00:00.000","1, 6","0.24657","67618010030","COLACE 50 MG CAPSULE","Y","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.05643","53746025310","RANITIDINE 150 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.89899","65862017760","CEFDINIR 300 MG CAPSULE","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","6.4642","00378661193","AMNESTEEM 10 MG CAPSULE","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.22201","45802094778","GLIMEPIRIDE 4 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.34912","00378104901","DOXEPIN 10 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","10.87808","60505700900","FENTANYL 100 MCG/HR PATCH","N","C/I","EA"
